77,7,62029147,62984396,2,1,2,1
78,7,62985436,63195330,2,1,2,0
79,7,63196484,130067082,2,1,2,1
80,7,130068759,130389858,2,1,3,1
81,7,130391504,140235458,2,1,2,1
82,7,140236524,140350388,2,1,3,1
83,7,140351490,141937858,2,1,2,1
84,7,141940073,142274732,2,1,3,1
85,7,142326241,142485981,2,1,5,0
86,7,142487346,142492887,2,1,6,0
87,7,142494307,159127076,2,1,2,1
88,8,11774,28443228,2,1,2,1
89,8,28444787,28506018,2,1,3,1
90,8,28508885,43770970,2,1,2,1
91,8,43772552,46907428,2,1,4,2
92,8,46910656,70800256,2,1,2,1
93,8,70801553,70974344,2,1,3,1
94,8,70975364,146303788,2,1,2,1
95,9,10469,44414568,2,1,2,0
96,9,44420176,44431891,2,1,1,0
97,9,44434064,44441114,2,1,2,0
98,9,44442625,44740158,2,1,1,0
99,9,44741235,44755098,2,1,2,0
100,9,44756454,44762710,2,1,4,0
101,9,44763806,44765035,2,1,3,0
102,9,44766443,44769074,2,1,4,0
103,9,44770090,44775943,2,1,7,0
104,9,44777739,44789795,2,1,4,0
105,9,44791539,44832393,2,1,3,0
106,9,44833957,44845008,2,1,4,0
107,9,44846251,44848408,2,1,1,0
108,9,44849580,45508249,2,1,2,0
109,9,45533170,45558817,2,1,3,0
110,9,45603282,45638336,2,1,2,0
111,9,45639871,45695619,2,1,3,0
112,9,45702068,45722957,2,1,2,0
113,9,45725188,45754654,2,1,7,0
114,9,45765951,45774159,2,1,5,0
115,9,45779961,45873670,2,1,4,0
116,9,45895683,45898231,2,1,6,0
117,9,45921353,46103621,2,1,3,0
118,9,46105779,46107859,2,1,2,0
119,9,46114083,47255692,2,1,3,0
120,9,65471575,67968354,2,1,3,1
121,9,67984261,68161102,2,1,4,0
122,9,68163273,68317210,2,1,2,0
123,9,68318386,68837836,2,1,2,1
124,9,68989359,69043100,2,1,4,2
125,9,69045050,82042180,2,1,2,1
126,9,82043420,82061561,2,1,1,0
127,9,82063203,92319471,2,1,2,1
128,9,92320485,92449055,2,1,3,1
129,9,92450980,92686746,2,1,4,2
130,9,92687853,92706659,2,1,3,1
131,9,92708225,127848785,2,1,2,1
132,9,127850322,128119466,2,1,3,1
133,9,128121592,141146683,2,1,2,1
134,10,60969,64767,2,1,2,0
135,10,65878,67774,2,1,4,0
136,10,69486,141909,2,1,3,0
137,10,143076,17880424,2,1,2,1
138,10,17884851,17888192,2,1,7,0
139,10,17889922,18039527,2,1,4,0
140,10,18040538,18057708,2,1,1,0
141,10,18063012,18080539,2,1,5,0
142,10,18083205,18084439,2,1,4,0
143,10,18087564,18088648,2,1,3,1
144,10,18090706,19409704,2,1,2,1
145,10,19410893,19418769,2,1,1,0
146,10,19419934,33605336,2,1,2,1
147,10,33607321,33627965,2,1,1,0
148,10,33629552,38728754,2,1,2,1
149,10,38731609,38808718,2,1,3,1
150,10,38809911,38884667,2,1,4,2
151,10,38885725,39078044,2,1,2,1
152,10,39079093,42654592,2,1,3,1
153,10,42655650,47158935,2,1,2,1
154,10,47159979,48050991,2,1,3,1
155,10,48052164,48684704,2,1,2,1
156,10,48690282,49389348,2,1,3,1
157,10,49390449,51064423,2,1,2,1
158,10,51067223,51220060,2,1,3,0
159,10,51221384,51225623,2,1,4,0
160,10,51228399,51247054,2,1,2,0
161,10,51248541,51361729,2,1,8,0
162,10,51366149,51379391,2,1,3,0
163,10,51450060,51484494,2,1,2,1
164,10,51486999,51535931,2,1,3,1
165,10,51537431,94162910,2,1,2,1
166,10,94164513,94232247,2,1,3,1
167,10,94233739,128582657,2,1,2,1
168,10,128583893,128806236,2,1,3,1
169,10,128807508,135524334,2,1,2,1
170,11,87268,48742645,2,1,2,1
171,11,48744425,48870054,2,1,3,0
172,11,48874857,48880935,2,1,4,0
173,11,48882985,48966079,2,1,3,0
174,11,48967332,50719236,2,1,2,1
175,11,50720254,51105089,2,1,4,2
176,11,51107184,51117096,2,1,6,0
177,11,51120058,51121323,2,1,5,0
178,11,51126007,51129769,2,1,7,0
179,11,51131458,51131458,2,1,4,0
180,11,51132688,51134982,2,1,2,0
181,11,51138563,51139999,2,1,3,0
182,11,51142810,51142810,2,1,9,0
183,11,51145716,51517073,2,1,2,1
184,11,51518261,51579769,2,1,3,1
185,11,51580903,54704171,2,1,4,2
186,11,54706583,54707594,2,1,6,0
187,11,54709979,54713805,2,1,4,0
188,11,54715464,54727028,2,1,3,0
189,11,54729038,54747619,2,1,5,0
190,11,54749152,54751435,2,1,4,0
191,11,54758470,54760754,2,1,8,0
192,11,54763698,54766947,2,1,4,0
193,11,54770758,55040440,2,1,3,1
194,11,55041796,64369946,2,1,2,1
195,11,64371404,64389887,2,1,1,0
196,11,64391157,87639669,2,1,2,1
197,11,87640703,87812463,2,1,3,1
198,11,87814559,96205559,2,1,2,1
199,11,96206728,96601831,2,1,3,1
200,11,96603304,134890077,2,1,2,1
201,11,134891347,134946318,2,1,3,1
202,12,68657,95020,2,1,6,3
203,12,146358,34594943,2,1,2,1
204,12,34596019,38396387,2,1,3,1
205,12,38398125,98951518,2,1,2,1
206,12,98952808,98975788,2,1,3,1
207,12,98976915,133841262,2,1,2,1
208,13,19020095,19064973,2,1,3,1
209,13,19067285,33148216,2,1,2,1
210,13,33152316,33269051,2,1,3,1
211,13,33270351,86716606,2,1,2,1
212,13,86718276,86979478,2,1,3,1
213,13,86980489,112345699,2,1,2,1
214,13,112346753,112548322,2,1,3,1
215,13,112550205,115046896,2,1,2,1
216,13,115048026,115108598,2,1,3,1
217,14,19000060,19066174,2,1,4,2
218,14,19067949,22283865,2,1,2,1
219,14,22284908,22464365,2,1,3,1
220,14,22466017,22518412,2,1,5,2
221,14,22519814,22701284,2,1,7,3
222,14,22702361,22815950,2,1,11,5
223,14,22817156,22946220,2,1,18,9
224,14,22947814,22993491,2,1,5,2
225,14,22994806,107236109,2,1,2,1
226,14,107237271,107288870,2,1,3,0
227,15,20000538,20066243,2,1,4,2
228,15,20068953,20092050,2,1,2,1
229,15,20093493,20104973,2,1,3,1
230,15,20106142,55648962,2,1,2,1
231,15,55650061,55725366,2,1,3,1
232,15,55726437,102520794,2,1,2,1
233,16,60291,33954025,2,1,2,1
234,16,33956354,34201428,2,1,4,2
235,16,34202673,35182892,2,1,2,1
236,16,35185903,35280096,2,1,3,0
237,16,46387351,46448901,2,1,5,2
238,16,46450796,90292766,2,1,2,1
239,17,828,258132,2,1,2,1
240,17,259248,466471,2,1,3,1
241,17,467594,21494044,2,1,2,1
242,17,21495529,21727476,2,1,3,1
243,17,21729039,22202476,2,1,2,1
244,17,22208223,22251260,2,1,4,0
245,17,22252453,22254460,2,1,4,2
246,17,22255585,22255585,2,1,3,0
247,17,22256896,25735492,2,1,3,1
248,17,25737250,81185372,2,1,2,1
249,18,16444,15405316,2,1,2,1
250,18,15406763,18538233,2,1,5,2
251,18,18548293,38139080,2,1,2,1
252,18,38140575,38171483,2,1,1,0
253,18,38172665,52030216,2,1,2,1
254,18,52031405,52268263,2,1,4,2
255,18,52269323,52269323,2,1,3,0
256,18,52270531,78017073,2,1,2,1
257,19,226776,24557057,2,1,2,1
258,19,24558343,27796255,2,1,4,2
259,19,27797670,28109190,2,1,3,1
260,19,28110317,59118779,2,1,2,1
261,20,61098,26257161,2,1,2,1
262,20,26258187,29445644,2,1,4,2
263,20,29448473,29645222,2,1,2,1
264,20,29646641,29835158,2,1,5,2
265,20,29836454,62962869,2,1,2,1
266,21,9411410,10879430,2,1,3,1
267,21,10880821,11123882,2,1,2,1
268,21,11124934,14434802,2,1,3,1
269,21,14437640,48119634,2,1,2,1
270,22,16051249,16615463,2,1,3,1
271,22,16616889,16859704,2,1,4,2
272,22,16860752,16897621,2,1,3,1
273,22,16898935,51240820,2,1,2,1
274,X,2699555,10672779,1,0,1,0
275,X,10674880,10840217,1,0,2,0
276,X,10842287,49040034,1,0,1,0
277,X,49041531,49051368,1,0,0,0
278,X,49053557,58521184,1,0,1,0
279,X,58522926,61686997,1,0,2,0
280,X,61689185,61690531,1,0,4,0
281,X,61692443,61721804,1,0,2,0
282,X,61722817,148622539,1,0,1,0
283,X,148626523,148639363,1,0,3,0
284,X,148643710,154929412,1,0,1,0
285,Y,2657176,28769098,1,0,1,0
